type
http://n2t.net/ark:/39333/ncg/type#area
http://n2t.net/ark:/39333/ncg/type#bald
http://n2t.net/ark:/39333/ncg/type#bay
http://n2t.net/ark:/39333/ncg/type#beach
http://n2t.net/ark:/39333/ncg/type#bend
http://n2t.net/ark:/39333/ncg/type#bodyOfWater
http://n2t.net/ark:/39333/ncg/type#borderingCounty
http://n2t.net/ark:/39333/ncg/type#branch
http://n2t.net/ark:/39333/ncg/type#brook
http://n2t.net/ark:/39333/ncg/type#burialGround
http://n2t.net/ark:/39333/ncg/type#businessOrBusinessDistrict
http://n2t.net/ark:/39333/ncg/type#campground
http://n2t.net/ark:/39333/ncg/type#canal
http://n2t.net/ark:/39333/ncg/type#channel
http://n2t.net/ark:/39333/ncg/type#city
http://n2t.net/ark:/39333/ncg/type#coastGuardStation
http://n2t.net/ark:/39333/ncg/type#community
http://n2t.net/ark:/39333/ncg/type#county
http://n2t.net/ark:/39333/ncg/type#cove
http://n2t.net/ark:/39333/ncg/type#creek
http://n2t.net/ark:/39333/ncg/type#dam
http://n2t.net/ark:/39333/ncg/type#depression
http://n2t.net/ark:/39333/ncg/type#district
http://n2t.net/ark:/39333/ncg/type#ditch
http://n2t.net/ark:/39333/ncg/type#elevation
http://n2t.net/ark:/39333/ncg/type#estate
http://n2t.net/ark:/39333/ncg/type#falls
http://n2t.net/ark:/39333/ncg/type#forest
http://n2t.net/ark:/39333/ncg/type#fork
http://n2t.net/ark:/39333/ncg/type#formerCommunity
http://n2t.net/ark:/39333/ncg/type#formerCounty
http://n2t.net/ark:/39333/ncg/type#formerMine
http://n2t.net/ark:/39333/ncg/type#freshwaterArea
http://n2t.net/ark:/39333/ncg/type#gap
http://n2t.net/ark:/39333/ncg/type#geologicalFormation
http://n2t.net/ark:/39333/ncg/type#government
http://n2t.net/ark:/39333/ncg/type#gully
http://n2t.net/ark:/39333/ncg/type#gut
http://n2t.net/ark:/39333/ncg/type#hill
http://n2t.net/ark:/39333/ncg/type#historicalMarker
http://n2t.net/ark:/39333/ncg/type#historicalSite
http://n2t.net/ark:/39333/ncg/type#inlet
http://n2t.net/ark:/39333/ncg/type#island
http://n2t.net/ark:/39333/ncg/type#islands
http://n2t.net/ark:/39333/ncg/type#knob
http://n2t.net/ark:/39333/ncg/type#lake
http://n2t.net/ark:/39333/ncg/type#marsh
http://n2t.net/ark:/39333/ncg/type#militaryBase
http://n2t.net/ark:/39333/ncg/type#mill
http://n2t.net/ark:/39333/ncg/type#millpond
http://n2t.net/ark:/39333/ncg/type#mine
http://n2t.net/ark:/39333/ncg/type#mountain
http://n2t.net/ark:/39333/ncg/type#mountainFeature
http://n2t.net/ark:/39333/ncg/type#mountains
http://n2t.net/ark:/39333/ncg/type#nativeAmericanSettlement
http://n2t.net/ark:/39333/ncg/type#neck
http://n2t.net/ark:/39333/ncg/type#nickname
http://n2t.net/ark:/39333/ncg/type#ocean
http://n2t.net/ark:/39333/ncg/type#parish
http://n2t.net/ark:/39333/ncg/type#park
http://n2t.net/ark:/39333/ncg/type#peninsula
http://n2t.net/ark:/39333/ncg/type#plantation
http://n2t.net/ark:/39333/ncg/type#pocosin
http://n2t.net/ark:/39333/ncg/type#point
http://n2t.net/ark:/39333/ncg/type#pointOfInterest
http://n2t.net/ark:/39333/ncg/type#pond
http://n2t.net/ark:/39333/ncg/type#populatedPlace
http://n2t.net/ark:/39333/ncg/type#postOffice
http://n2t.net/ark:/39333/ncg/type#precinct
http://n2t.net/ark:/39333/ncg/type#prison
http://n2t.net/ark:/39333/ncg/type#prong
http://n2t.net/ark:/39333/ncg/type#proposal
http://n2t.net/ark:/39333/ncg/type#rapids
http://n2t.net/ark:/39333/ncg/type#reference
http://n2t.net/ark:/39333/ncg/type#region
http://n2t.net/ark:/39333/ncg/type#reserve
http://n2t.net/ark:/39333/ncg/type#ridge
http://n2t.net/ark:/39333/ncg/type#river
http://n2t.net/ark:/39333/ncg/type#rock
http://n2t.net/ark:/39333/ncg/type#run
http://n2t.net/ark:/39333/ncg/type#sandhill
http://n2t.net/ark:/39333/ncg/type#school
http://n2t.net/ark:/39333/ncg/type#seawaterArea
http://n2t.net/ark:/39333/ncg/type#shoal
http://n2t.net/ark:/39333/ncg/type#shore
http://n2t.net/ark:/39333/ncg/type#sound
http://n2t.net/ark:/39333/ncg/type#spring
http://n2t.net/ark:/39333/ncg/type#state
http://n2t.net/ark:/39333/ncg/type#stream
http://n2t.net/ark:/39333/ncg/type#swamp
http://n2t.net/ark:/39333/ncg/type#top
http://n2t.net/ark:/39333/ncg/type#town
http://n2t.net/ark:/39333/ncg/type#township
http://n2t.net/ark:/39333/ncg/type#trail
http://n2t.net/ark:/39333/ncg/type#transportation
http://n2t.net/ark:/39333/ncg/type#unknown
http://n2t.net/ark:/39333/ncg/type#valley
http://n2t.net/ark:/39333/ncg/type#village
http://n2t.net/ark:/39333/ncg/type#waterway
