predicate
http://n2t.net/ark:/39333/ncg/vocab#address
http://n2t.net/ark:/39333/ncg/vocab#associatedWithAgent
http://n2t.net/ark:/39333/ncg/vocab#budgetYear
http://n2t.net/ark:/39333/ncg/vocab#city
http://n2t.net/ark:/39333/ncg/vocab#collegeBoardID
http://n2t.net/ark:/39333/ncg/vocab#commemorates
http://n2t.net/ark:/39333/ncg/vocab#county
http://n2t.net/ark:/39333/ncg/vocab#discogsID
http://n2t.net/ark:/39333/ncg/vocab#exampleWords
http://n2t.net/ark:/39333/ncg/vocab#filmingLocationFor
http://n2t.net/ark:/39333/ncg/vocab#historicalMarkerID
http://n2t.net/ark:/39333/ncg/vocab#historicalMarkerText
http://n2t.net/ark:/39333/ncg/vocab#imdbID
http://n2t.net/ark:/39333/ncg/vocab#inception
http://n2t.net/ark:/39333/ncg/vocab#location
http://n2t.net/ark:/39333/ncg/vocab#ncesID
http://n2t.net/ark:/39333/ncg/vocab#nchpoID
http://n2t.net/ark:/39333/ncg/vocab#needsReview
http://n2t.net/ark:/39333/ncg/vocab#plural
http://n2t.net/ark:/39333/ncg/vocab#recording
http://n2t.net/ark:/39333/ncg/vocab#rosenwaldType
http://n2t.net/ark:/39333/ncg/vocab#sbeRegion
http://n2t.net/ark:/39333/ncg/vocab#spokenBy
http://n2t.net/ark:/39333/ncg/vocab#spokenIn
http://n2t.net/ark:/39333/ncg/vocab#stateDistrictID
http://n2t.net/ark:/39333/ncg/vocab#stateSchoolID
http://n2t.net/ark:/39333/ncg/vocab#township
http://purl.org/dc/terms/type
http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.w3.org/2000/01/rdf-schema#member
http://www.w3.org/2000/01/rdf-schema#seeAlso
http://www.w3.org/2000/01/rdf-schema#subPropertyOf
http://www.w3.org/2002/07/owl#inverseOf
http://www.w3.org/2004/02/skos/core#altLabel
http://www.w3.org/2004/02/skos/core#inScheme
http://www.w3.org/2004/02/skos/core#note
http://www.w3.org/2004/02/skos/core#prefLabel
http://www.w3.org/2004/02/skos/core#related
http://www.w3.org/2008/05/skos-xl#altLabel
http://www.w3.org/2008/05/skos-xl#literalForm
http://www.w3.org/2008/05/skos-xl#prefLabel
http://www.wikidata.org/prop/direct/P8546
http://xmlns.com/foaf/0.1/depiction
http://xmlns.com/foaf/0.1/isPrimaryTopicOf
https://purl.org/geojson/vocab#geometry
